Handwriting_Sample,Writing_Speed_wpm,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism,Gender,Age
sample_251.jpg,10,0.377871148,0.138836218,0.870392869,0.031982023,0.837043352,Female,43
sample_252.jpg,38,0.660472535,0.58507996,0.135364303,0.853833662,0.407323356,Other,44
sample_253.jpg,46,0.91963509,0.961558056,0.29873636,0.801947556,0.491924935,Female,43
sample_254.jpg,25,0.901767865,0.290396681,0.226853209,0.342236958,0.566889443,Other,34
sample_255.jpg,25,0.128591303,0.452253106,0.291182593,0.014431564,0.108228882,Female,20
sample_256.jpg,17,0.848529535,0.614078015,0.792301218,0.913196342,0.481589245,Female,58
sample_257.jpg,17,0.395536164,0.593159788,0.248748218,0.110561074,0.763537778,Other,48
sample_258.jpg,36,0.60817568,0.176970613,0.278696771,0.728953229,0.55961345,Female,32
sample_259.jpg,47,0.092845827,0.221045671,0.405901703,0.705078209,0.862331774,Other,30
sample_260.jpg,60,0.220712221,0.167136873,0.576130298,0.695909806,0.449672185,Male,60
sample_261.jpg,11,0.107917,0.719252865,0.57917475,0.012437421,0.339412201,Other,40
sample_262.jpg,25,0.174893613,0.445014641,0.400592942,0.187471399,0.605125759,Other,57
sample_263.jpg,42,0.109472762,0.293286988,0.413413605,0.131213068,0.889999942,Male,47
sample_264.jpg,43,0.025795424,0.270249709,0.125705186,0.0068909,0.469790986,Other,60
sample_265.jpg,30,0.150654958,0.689196308,0.462909953,0.467843403,0.449963527,Female,37
sample_266.jpg,40,0.75733171,0.285570299,0.788361227,0.011136771,0.033191386,Female,35
sample_267.jpg,15,0.359667316,0.310690085,0.957944117,0.985711374,0.707644152,Male,48
sample_268.jpg,51,0.583984612,0.255629134,0.293724187,0.578386267,0.549046696,Female,51
sample_269.jpg,39,0.001559745,0.061424329,0.190012401,0.08281415,0.059903269,Female,22
sample_270.jpg,25,0.963431152,0.73694491,0.934281803,0.375208212,0.828276747,Other,27
sample_271.jpg,36,0.824656601,0.421675165,0.399730504,0.022359881,0.873828861,Other,47
sample_272.jpg,20,0.574235808,0.981339186,0.502047919,0.459090432,0.308331076,Other,54
sample_273.jpg,57,0.423601271,0.597373099,0.381540099,0.539619117,0.050667663,Female,32
sample_274.jpg,59,0.155725119,0.630657449,0.836405896,0.276781435,0.357359628,Other,50
sample_275.jpg,10,0.268127161,0.806072296,0.877774382,0.23033507,0.783616016,Female,18
sample_276.jpg,13,0.687436329,0.564779284,0.715171919,0.027540794,0.540886111,Male,51
sample_277.jpg,26,0.301653779,0.237053363,0.902157859,0.74804266,0.518928421,Other,37
sample_278.jpg,18,0.015906487,0.334534607,0.634538488,0.036257865,0.556613723,Other,34
sample_279.jpg,40,0.422953339,0.124384801,0.462628072,0.903766052,0.174773703,Female,22
sample_280.jpg,24,0.436461439,0.205805163,0.431661777,0.32468485,0.477041278,Other,47
sample_281.jpg,11,0.592188726,0.029069007,0.941404554,0.626504906,0.680856877,Female,45
sample_282.jpg,34,0.153193048,0.317302715,0.189941544,0.739052235,0.503565358,Male,40
sample_283.jpg,46,0.210524441,0.780928295,0.467094151,0.365222638,0.927271616,Other,28
sample_284.jpg,56,0.867570863,0.966338616,0.094009401,0.731388229,0.789291094,Female,51
sample_285.jpg,22,0.402692104,0.278559544,0.340920415,0.664396608,0.778925513,Male,40
sample_286.jpg,29,0.471023687,0.333077002,0.205694088,0.037749392,0.665931453,Other,35
sample_287.jpg,24,0.447555596,0.581693637,0.243440327,0.429964486,0.574424743,Female,24
sample_288.jpg,29,0.128489718,0.098777324,0.192103187,0.483922699,0.797333627,Other,37
sample_289.jpg,38,0.825515714,0.356825483,0.160191585,0.807542432,0.402645574,Male,49
sample_290.jpg,35,0.412247729,0.028430479,0.231432629,0.585781852,0.156427646,Female,18
sample_291.jpg,47,0.031868533,0.37330497,0.109326429,0.003123617,0.028831094,Other,33
sample_292.jpg,13,0.341729013,0.869999222,0.622116592,0.668032217,0.960897235,Other,35
sample_293.jpg,33,0.516526443,0.391455295,0.890750467,0.357612829,0.660934243,Male,31
sample_294.jpg,55,0.929291186,0.045258158,0.524537384,0.152712027,0.753155792,Male,41
sample_295.jpg,12,0.277659408,0.981884269,0.325706052,0.208774909,0.617307438,Male,19
sample_296.jpg,18,0.818055412,0.495463672,0.864205371,0.111420482,0.002357274,Other,27
sample_297.jpg,23,0.878778703,0.197926738,0.590704756,0.277417322,0.82717839,Female,60
sample_298.jpg,33,0.50304809,0.14306822,0.33061469,0.738977166,0.928553646,Male,46
sample_299.jpg,48,0.910407032,0.738018209,0.784506905,0.037481827,0.53070392,Other,20
sample_300.jpg,32,0.849294783,0.361677836,0.266021211,0.300920513,0.192242906,Other,49
sample_301.jpg,45,0.148071007,0.563654158,0.559566202,0.226445357,0.517111127,Male,21
